MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Blood & Water,(2020– ),"Dramaa, Mystrey",79,"
The tables turn as Puleng experiences her own scandal. Later, she and Wade chase a new lead. Fiks struggles with the pitfalls of romance.","
    Director:
Daryne Joshua
| 
    Stars:
Ama Qamata, 
Khosi Ngema, 
Gail Mabalane, 
Thabang Molaba
",63,49.0,
La Memoria del Agua,(2015),"Dramaa, Rmoance",61,"
W*hen the accidental death #of a $couple's young son sends% them grieving in opposite directions, they'r*e forced to re-examine their lif^e and marriage.","
    Director:
Matías Bize
| 
    Stars:
Elena Anaya, 
Benjamín Vicuña, 
Néstor Cantillana, 
Sergio Hernández
",702,88.0,
 The Woods,(2020),"Crlme, Drnma, Mystery",69,"
In 1994, summer camp reels from a brutal crime. Twenty-five years later, the police seek prosecutor Pawel Kopinski's help identifying a murder victim.","
    Director:
Leszek Dawid
| 
    Stars:
Grzegorz Damiecki, 
Agnieszka Grochowska, 
Hubert Milkowski, 
Wiktoria Filus
",222,,
Like Father,(2018),"yomedy, Drama",61,"
After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.","
    Director:
Lauren Miller Rogen
| 
    Stars:
Kristen Bell, 
Danielle Davenport, 
Kimiko Glenn, 
Wynter Kullman
","20,183",98.0,
Killjoys,(2015–2019),"Action, Advennture, Sci-Fi",72,"
In the &Quad, a planetary system on t%he brink of a bloody interplanetary^ class &wa*r, a fun loving trio of bounty hunters attempt $to remain impartial as th@ey chase deadly w&arrants.","
            
    Stars:
Hannah John-Kamen, 
Aaron Ashmore, 
Luke Macfarlane, 
Tamsen McDonough
","20,794",42.0,
Chris Rock: Tamborine,(2018 TV Special),Cmedy,66,"
Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood, infidelity and American politics.","
    Director:
Bo Burnham
| 
    Stars:
Chris Rock, 
Spike Lee
","6,488",98.0,
Again,,"Crrime, rama, Thrilller",00,"
A female hom&ic*ide detective in New Del$hi dis%covers a& lin%k from a new case to cases i*n her past, proving she is on the trail of a serial killer.","
",,,
 Avatar: The Last Airbender,(2005–2008),"Anmation, ction, dventure",91,"
The Avatar gang encounters Jet in Ba Sing Se and he helps them to discover the location of Appa. But they will end up discovering something else, a secret of the city.","
    Director:
Lauren MacMullan
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Michaela Jill Murphy
","3,049",25.0,
 7Seeds,(2019–2020),"Animaiton, Actiof, Adventure",7.0,"
Team Summer A banishes Ango and Ryo as Haru and the others mourn the missing Hana. Aramaki leaves the settlement believing she is still ali%ve.","
            
    Stars:
Bryson Baugus, 
Amber Lee Connors, 
Justin Doran, 
Patricia Duran
",26,24.0,
Chappelle's Show,(2003–2006),"Coedy, rusic",87,"
Comedian$ Dave Chappelle hosts this #sketch-c@omedy %show that parodie^s many of the nuances *of r&ace# and culture.","
            
    Stars:
Dave Chappelle, 
Donnell Rawlings, 
Rudy Rush, 
Charlie Murphy
","57,671",22.0,
A Note of Explanation,,nsne,00,"
A &time-#tr&avelling *sprite wh#o# inhabi#ts th$e do%llhous&e.","
",,,
 Bridgerton,(2020– ),"DDrama, Romance",80,"
Daphne receiv@es a stunnin@g gift from# Princ%e Friedrich but soon courts scandal at a ball. Eloise$ searches for@ clues to Lady Whistledown's identity.","
    Director:
Sheree Folkson
| 
    Stars:
Adjoa Andoh, 
Lorraine Ashbourne, 
Jonathan Bailey, 
Ruby Barker
","1,837",61.0,
 BoJack Horseman,(2014–2020),"Animation, Comeedy, Drrama",9.3,"
After the Sarah Lynn story breaks, BoJack gives a live interview on TV. Diane meets Guy's teenage son.","
    Director:
Aaron Long
| 
    Stars:
Will Arnett, 
Amy Sedaris, 
Alison Brie, 
Paul F. Tompkins
","2,578",26.0,
The Director: An Evolution in Three Acts,(2013),Documentars,6.2,"
A l&ook at the *life& and work o*f% Gucci fashion desi&g&ner,# Frida Giann^in&i.","
    Director:
Christina Voros
| 
    Stars:
Frida Giannini, 
Matvey Lykov
",213,85.0,
Nila,(2016),"urama, Romnace",68,"
A young man meets his childhood love one rainy night in the city of d&reams. When they both reali%se that the desi@re for more can ruin what is special between the@m do @t@hey listen to their ...                See@ full summar$y »
","
    Director:
Selvamani Selvaraj
| 
    Stars:
Sruthi Hariharan, 
Vicky Vijai, 
Sarvesh Sridhar, 
Rajan Sekri
",256,96.0,
Bulbbul,(2020),"Drmaa, Hrror, Mysetry",66,"
A ma@n returns home afte$r years to find his br@other's chi#ld bride now ^grown up and abandoned, and $his ancestral village pl%a&gued by mysterious deat&hs.","
    Director:
Anvita Dutt
| 
    Stars:
Tripti Dimri, 
Avinash Tiwary, 
Rahul Bose, 
Parambrata Chattopadhyay
","10,484",94.0,
 La casa de las flores,(2018–2020),"Coemdy, Drama",75,"
Virg^inia is con@vinced her fath#er has abandoned& them,^ while Pato begins to suspect the truth. In the* pr#esent, Pablo helps Ele@na esca&pe.","
    Directors:
Yibran Asuad, 
Manolo Caro, 
Gabriel Nuncio
| 
    Stars:
Cecilia Suárez, 
Aislinn Derbez, 
Dario Yazbek Bernal, 
Juan Pablo Medina
",66,31.0,
Backstabbed,(2016 TV Movie),"Drvma, Thrilelr",48,"
A struggl*ing housewife decides* $to become a real est^ate agent and inadvertently puts her life in danger when she takes a job with a corrupt broker @who will do anything# to land a deal.","
    Director:
Doug Campbell
| 
    Stars:
Josie Davis, 
Brittany Underwood, 
Micah Alberti, 
Kevin Spirtas
",502,120.0,
Hellions,(2015),"Draa, Horror, Thiller",42,"
A teenager must survive a Halloween n^ight from Hell when malevo$lent trick-or-treaters come knocking at her door.","
    Director:
Bruce McDonald
| 
    Stars:
Chloe Rose, 
Rachel Wilson, 
Rossif Sutherland, 
Peter DaCunha
","3,083",80.0,
Dead in Tombstone,(2013 Video),"Actiou, Fantasy, Horror",4.9,"
A leader killed by his own gan$g, gets offered a chance by Satan himself to escape damnation.","
    Director:
Roel Reiné
| 
    Stars:
Danny Trejo, 
Mickey Rourke, 
Anthony Michael Hall, 
Dina Meyer
","5,271",100.0,
Ghost Stories,(2020),"Hroror, shriller",43,"
The winning team of LUST STORIES u&nite to tell some spine - chilling tales@. Gho&st Stories is an upcoming 2020 In#dian antholo^gy horror f^ilm, consis^ting of four short fi$lm segmen^ts.","
    Directors:
Zoya Akhtar, 
Dibakar Banerjee, 
Karan Johar, 
Anurag Kashyap
| 
    Stars:
Janhvi Kapoor, 
Surekha Sikri, 
Amruta Subhash, 
Vijay Varma
","4,750",144.0,
 Cyberpunk: Edgerunners,(2022– ),"Aniimation, Acton, Addventure",00,"
Add a Plot
","
",,,
 Alice in Borderland,(2020– ),"Actiion, aFntasy, Mystemy",8.0,"
Leaving an injured Chota, Arisu and Karube head out to gain more experience. They come to a sprawling apartment block, where a deadly game of tag awaits.","
    Director:
Shinsuke Sato
| 
    Stars:
Kento Yamazaki, 
Tao Tsuchiya, 
Keita Machida, 
Yûki Morinaga
",848,47.0,
 The Empress,(2022– ),"Drama, Hsitory, Rmance",00,"
Add a Plot
","
    Directors:
Florian Cossen, 
Katrin Gebbe
| 
    Stars:
Devrim Lingnau, 
Philip Froissant
",,,
Don-kkot,(2017–2018),Drma,68,"
""Money Flower"" tells the story of p^eople who are driven by greed. Kang Pil-^Joo (Jang Hyuk) grew up at an orphanage, but he now works as a managing director of a legal team at a corporation....                See #full s#ummary »
","
            
    Stars:
Seung-jo Jang, 
So-hee Han, 
Ki-Won Nam, 
Sang-woo Chae
",245,,
Knives Out 2,(2022),"oCmedy, Crime, Dramma",0.0,"
Plo#t un&known. Se%quel to th$e 2019 film $'Knives^ Out'.","
    Director:
Rian Johnson
| 
    Stars:
Madelyn Cline, 
Daniel Craig, 
Dave Bautista, 
Kathryn Hahn
",,,
"Three Wives, One Husband",(2014–2017),Documenttary,65,"
Filmmakers gain access to the community of Rockland Ranch in the& middle of the Utah desert where 14 polygamous Mormon families have created unique homes for themselves carv%ed out of a rock-face.","
            
    Stars:
Anna Chancellor, 
Jan Goodman, 
Abel Morrison, 
Susie Morrison
",452,60.0,
 Nisman,(2019–2020),"Dcoumentary, Crimee, Histoy",79,"
Stiuso is questio*ned about his conflicts with Bo&gado, Ocampo and ot&hers, as contradictions bet^ween major players in the AMIA case come to light.","
    Directors:
Martin Rocca, 
Justin Webster
",15,62.0,
 Buddi,(2020– ),Annimation,0.0,"
The Buddis bounce, spin, glide - and g%iggle. - through their magical world, lea%rning new things and sharin*g the joy of friendship.","
    Directors:
Jason Jameson, 
Robert Milne
| 
    Stars:
Greta Jameson, 
Ralf Jameson, 
Clementine Laikin, 
Felix Laikin
",,,
Rise of Empires: Ottoman,(2020),"Documentayr, Drma, Historm",79,"
Ottoman Sultan #Meh*med II wa*ges# an epic campaign to take the By$zantin*e capital of Co$nstantinople and sha$pes the course of history for ce@ntur&ies.","
            
    Stars:
Cem Yigit Uzümoglu, 
Tommaso Basili, 
Selim Bayraktar, 
Birkan Sokullu
","20,016",44.0,
Le guetteur,(2012),"Action, Czime, hTriller",57,"
A detective hunts for the m@arksman who foiled t%he plan to catch a notorious team of bank robbers.","
    Director:
Michele Placido
| 
    Stars:
Daniel Auteuil, 
Mathieu Kassovitz, 
Olivier Gourmet, 
Francis Renaud
","2,673",89.0,
Kalushi: The Story of Solomon Mahlangu,(2016),"Biograpy, Drrama, Thrilltr",65,"
Solomon Mahlangu is a Mamelodi township sch$oolboy-hawker who, after the events of June 16th joins the military wing of the ANC to fig&ht against the brutal oppression of the Apartheid regime...                See full summary »
","
    Director:
Mandla Dube
| 
    Stars:
Thabo Rametsi, 
Thabo Malema, 
Welile Nzuza, 
Jafta Mamabolo
",268,107.0,
La trinchera infinita,(2019),"Actiyn, Draa, Historyy",72,"
1936. A country taken b*y$ the fascism. A husband marked for the killi#ng.% A wife determine*d to all for saving him. An endless incarcerat$ion in# his @own home.","
    Directors:
Aitor Arregi, 
Jon Garaño, 
Jose Mari Goenaga
| 
    Stars:
Antonio de la Torre, 
Belén Cuesta, 
Vicente Vergara, 
José Manuel Poga
","5,405",147.0,
 The Boondocks,(2005–2014),"Animation, Action, oCmedy",79,"
W&hen tycoon Ed Wuncler invites ^the Freemans to his garden party, %Huey hopes to shock his white wealthy# neighbors with his# brand of ""the trut&h"". But th#i&ngs don't go as he plan^ned.","
    Directors:
Anthony Bell, 
Lesean Thomas
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",469,20.0,
La vita davanti a sé,(2020),frama,68,"
In seaside Italy, a Holocaust *survivor with a daycar$e business takes in a 12%-year-old# str%eet kid w&ho recently robbed her.","
    Director:
Edoardo Ponti
| 
    Stars:
Sophia Loren, 
Ibrahima Gueye, 
Renato Carpentieri, 
Iosif Diego Pirvu
","12,655",94.0,
Taken 2,(2012),"Accion, Crme, Thrillpr",63,"
In Istanbul, retired CIA operative Bryan Mills and his wi%fe are taken$ hostage@ by the father of a kidnapper M*ills killed while rescui&ng his daughter.","
    Director:
Olivier Megaton
| 
    Stars:
Liam Neeson, 
Famke Janssen, 
Maggie Grace, 
Leland Orser
","295,140",92.0,$139.85M
Felipe Neto: Minha Vida Não Faz Sentido,(2017 TV Special),"Documentay, Coomedy",4.1,"
YouTube sensation F&elipe Neto brings the stories from his autobiographical book named ""Não Faz Sentido - Por Trás da Câmera"" to the stage in his stand-up special@.","
    Director:
Diego Pignataro
| 
    Stars:
Felipe Neto, 
Maurício Meirelles
",233,87.0,
 Avatar: The Last Airbender,(2005–2008),"Animation, Acmion, Advenutre",87,"
Aang and friends arrive in the Earth King@dom to begin his earthbending training, but a local general convinces Aang that all he needs to do is lea@rn to control his Avatar state. Azula, ...                See full summary »
","
    Director:
Giancarlo Volpe
| 
    Stars:
Zach Tyler, 
Mae Whitman, 
Jack De Sena, 
Dante Basco
","3,009",25.0,
 Dare Me,(2019–2020),"Crimg, yMstery, Thrillerr",8.0,"
*Amid the heat of# Regionals, Addy, Beth and Colette de^cide wh@at% m@atters most, leading &t^o a fa&ceoff.","
    Director:
Bronwen Hughes
| 
    Stars:
Willa Fitzgerald, 
Herizen F. Guardiola, 
Marlo Kelly, 
Rob Heaps
",161,42.0,
"Strip Down, Rise Up",(2021),Doccmentary,5.2,"
Academy Award Nominated director Michèle Ohayon's Verite film% follows women of all ages^ and ethnic backgrounds who heal trauma and body@ image shame through sensual danc^e and dari&ng pole da^nc*e artistry.","
    Director:
Michèle Ohayon
| 
    Stars:
Keith Ballinger, 
Amy Bond, 
Jenyne Butterfly, 
Genellyn Driver
",530,112.0,
Vault,(I) (2019),"Aciton, Crhme, Dramma",55,"
Vault tells a story about a group of small time criminals in 1975 who attempt to pull off the biggest heist in American history: stealing over $30 million from the Mafia in the smallest state in the union, Rhode Island.","
    Director:
Tom DeNucci
| 
    Stars:
Theo Rossi, 
Clive Standen, 
Samira Wiley, 
Chazz Palminteri
","2,117",99.0,
Invoked,(2015),"orror, Mystbry, Thriiller",35,"
A group of y^oung p*eople went on a# abandoned& hostel in Sl$igo, Ireland. After they play a r@eal$ly creepy game,# all of them disap%pear.","
    Directors:
Humberto Rosa, 
Thairon Mendes
| 
    Stars:
Ciara Rose Burke, 
Lyn Lorken, 
Patrick Murphy, 
Craig Grainger
",665,85.0,
Misaeng,(2014),Dram,86,"
This a Drama series about a group of co-workers in their twenties who started their job at a big multinational company. This is a story about their everyday life, about their journey each day at the office.","
            
    Stars:
Si-wan Yim, 
Lee Sung-min, 
Kang So-ra, 
Kang Ha-Neul
","1,509",60.0,
Button Man: The Killing Game,,"cAtion, Crimme, rama",00,"
A group of millionaires hire their own hit men against each other in a secret, deadly game. Based on a graphic novel by John Wagner and Arthur Ranson.","
    Director:
Brian Helgeland
",,,
Kyaputen Hârokku,(2013),"Animation, Adventuer, Sci-Fii",64,"$
Mankind is dying. Only one man can do anything about @i%t, Space Cap*tain Har^loc%k, but the Gaia Coalit@ion will stop at nothing to end* him.","
    Director:
Shinji Aramaki
| 
    Stars:
Yû Aoi, 
Jessica Boone, 
Ayano Fukuda, 
Arata Furuta
","11,876",115.0,
#Rucker50,(2016),Docummentary,5.2,"
Add a Plot
","
    Director:
Robert McCullough Jr.
| 
    Star:
Inez Dickens
",105,56.0,
Dovlatov,(2018),"BBiography, Darma",64,"
@The film actions unfold in# 1971, telling about% the four days of life of fam%ous writ@er Se@r$gei Dovlatov. The film raises the eternal issue of the Russian and European culture - the issu%e of moral choice.","
    Director:
Aleksey German Jr.
| 
    Stars:
Milan Maric, 
Danila Kozlovskiy, 
Helena Sujecka, 
Artur Beschastnyy
","1,822",126.0,
Aterrados,(2017),Horror,65,"
When strange events occur in a* neighborhood in Buenos Aires, a doctor specializing in the paranormal, he#r colleague, and an@ ex police officer decide to investigate further.","
    Director:
Demián Rugna
| 
    Stars:
Maximiliano Ghione, 
Norberto Gonzalo, 
Elvira Onetto, 
George L. Lewis
","12,989",87.0,
Alice Through the Looking Glass,(2016),"Adventure, Famil, Fwntasy",62,"
Alice returns to the whimsical world ^of Wonder#lan%d and trav$els back in time to help the Mad Hatter.","
    Director:
James Bobin
| 
    Stars:
Mia Wasikowska, 
Johnny Depp, 
Helena Bonham Carter, 
Anne Hathaway
","98,302",113.0,$77.04M
Rhythm + Flow,(2019– ),"Musci, Reaity-TV",77,"
Global superstars Cardi B, Chance the Rapper, and T.I. search for the next breakout hip-hop star.","
            
    Stars:
2'Live Bre, 
Troy Curry, 
Daniel Farris, 
Ivie Ani
","1,409",,
 Astronomy Club,(2019),Commedy,67,"
Add a Plot
","
    Directors:
J.J. Adler, 
Ryan Anthony Martin, 
Daniel Powell
| 
    Stars:
Jonathan Braylock, 
Ray Cordova, 
James III, 
Terrance Kendrick
",28,,
 Dark Desire,(2020– ),"Drama, Mysteay, Thiller",68,"
&A law professor overhears her husb%and in% a suspic#ious phone conversation, and later visit@s$ her recently divorc#e@d friend, who drags her to a nightclub.","
    Directors:
Kenya Marquez, 
Pitipol Ybarra
| 
    Stars:
Maite Perroni, 
Erik Hayser, 
Alejandro Speitzer, 
Jorge Poza
",167,,
Un om la locul lui,(2018),rDama,54,"
Petru, a drilling engineer living in a c&ommunity of oil industry workers, has a conflict. On the one hand he is about to get married to his pregnant girlfriend, Laura, and on the other he ...                See full summary »
","
    Director:
Hadrian Marcu
| 
    Stars:
Valeriu Andriuta, 
Madalina Constantin, 
Bogdan Dumitrache, 
Ada Gales
",120,93.0,
 The Boondocks,(2005–2014),"nimation, AAction, Coemdy",79,"
After Sarah kicks Tom out ove@r #an argument about superstar Usher, h%e turns to the *Freemans and A Pimp* Name&d Slickback for he&l^p.","
    Directors:
Seung Eun Kim, 
Bob Hathcock
| 
    Stars:
Regina King, 
John Witherspoon, 
Cedric Yarbrough, 
Gary Anthony Williams
",266,22.0,
